date,geography,variable,estimate,geography_type,share,metric,grouping,moe,share_moe,estimate_moe
2021-07-01,98359,HEV (Hybrid Electric Vehicle),2,Zipcode,0.06451612903225806,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98359,ICE (Internal Combustion Engine),25,Zipcode,0.8064516129032258,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98360,BEV (Battery Electric Vehicle),2,Zipcode,0.019417475728155338,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98360,HEV (Hybrid Electric Vehicle),6,Zipcode,0.05825242718446602,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98360,ICE (Internal Combustion Engine),95,Zipcode,0.9223300970873787,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98366,BEV (Battery Electric Vehicle),3,Zipcode,0.015463917525773196,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98366,HEV (Hybrid Electric Vehicle),13,Zipcode,0.06701030927835051,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98366,ICE (Internal Combustion Engine),178,Zipcode,0.9175257731958762,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98367,BEV (Battery Electric Vehicle),7,Zipcode,0.03414634146341464,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98367,HEV (Hybrid Electric Vehicle),16,Zipcode,0.07804878048780488,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98367,ICE (Internal Combustion Engine),181,Zipcode,0.8829268292682927,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98367,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.004878048780487805,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98370,BEV (Battery Electric Vehicle),14,Zipcode,0.07106598984771574,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98370,HEV (Hybrid Electric Vehicle),16,Zipcode,0.08121827411167512,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98370,ICE (Internal Combustion Engine),164,Zipcode,0.8324873096446701,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98370,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.015228426395939087,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98371,BEV (Battery Electric Vehicle),5,Zipcode,0.03546099290780142,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98371,HEV (Hybrid Electric Vehicle),13,Zipcode,0.09219858156028368,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98371,ICE (Internal Combustion Engine),120,Zipcode,0.851063829787234,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98371,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.02127659574468085,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98372,BEV (Battery Electric Vehicle),3,Zipcode,0.02112676056338028,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98372,HEV (Hybrid Electric Vehicle),7,Zipcode,0.04929577464788732,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98372,ICE (Internal Combustion Engine),131,Zipcode,0.9225352112676056,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98372,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.007042253521126761,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98373,BEV (Battery Electric Vehicle),5,Zipcode,0.034482758620689655,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98373,HEV (Hybrid Electric Vehicle),5,Zipcode,0.034482758620689655,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98373,ICE (Internal Combustion Engine),135,Zipcode,0.9310344827586207,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98374,BEV (Battery Electric Vehicle),9,Zipcode,0.033707865168539325,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98374,HEV (Hybrid Electric Vehicle),21,Zipcode,0.07865168539325842,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98374,ICE (Internal Combustion Engine),236,Zipcode,0.8838951310861424,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98374,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.003745318352059925,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98375,BEV (Battery Electric Vehicle),6,Zipcode,0.03208556149732621,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98375,HEV (Hybrid Electric Vehicle),10,Zipcode,0.053475935828877004,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98375,ICE (Internal Combustion Engine),170,Zipcode,0.9090909090909091,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98375,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0053475935828877,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98380,BEV (Battery Electric Vehicle),1,Zipcode,0.03125,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98380,ICE (Internal Combustion Engine),31,Zipcode,0.96875,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98383,BEV (Battery Electric Vehicle),4,Zipcode,0.023668639053254437,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98383,HEV (Hybrid Electric Vehicle),19,Zipcode,0.11242603550295859,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98383,ICE (Internal Combustion Engine),146,Zipcode,0.863905325443787,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98385,ICE (Internal Combustion Engine),3,Zipcode,1,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98387,BEV (Battery Electric Vehicle),3,Zipcode,0.012145748987854251,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98387,HEV (Hybrid Electric Vehicle),13,Zipcode,0.05263157894736842,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98387,ICE (Internal Combustion Engine),230,Zipcode,0.9311740890688259,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98387,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.004048582995951417,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98388,BEV (Battery Electric Vehicle),2,Zipcode,0.043478260869565216,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98388,HEV (Hybrid Electric Vehicle),4,Zipcode,0.08695652173913043,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98388,ICE (Internal Combustion Engine),40,Zipcode,0.8695652173913043,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98390,BEV (Battery Electric Vehicle),2,Zipcode,0.0425531914893617,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98390,HEV (Hybrid Electric Vehicle),3,Zipcode,0.06382978723404255,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98390,ICE (Internal Combustion Engine),42,Zipcode,0.8936170212765957,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98391,BEV (Battery Electric Vehicle),22,Zipcode,0.05759162303664921,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98391,HEV (Hybrid Electric Vehicle),22,Zipcode,0.05759162303664921,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98391,ICE (Internal Combustion Engine),335,Zipcode,0.8769633507853403,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98391,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.007853403141361256,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98392,BEV (Battery Electric Vehicle),1,Zipcode,0.06666666666666667,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98392,ICE (Internal Combustion Engine),14,Zipcode,0.9333333333333333,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98394,ICE (Internal Combustion Engine),5,Zipcode,1,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98396,ICE (Internal Combustion Engine),2,Zipcode,1,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98402,BEV (Battery Electric Vehicle),2,Zipcode,0.0392156862745098,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98402,HEV (Hybrid Electric Vehicle),4,Zipcode,0.0784313725490196,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98402,ICE (Internal Combustion Engine),44,Zipcode,0.8627450980392157,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98402,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0196078431372549,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98403,BEV (Battery Electric Vehicle),5,Zipcode,0.11363636363636363,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98403,HEV (Hybrid Electric Vehicle),3,Zipcode,0.06818181818181818,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98403,ICE (Internal Combustion Engine),36,Zipcode,0.8181818181818182,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98404,BEV (Battery Electric Vehicle),5,Zipcode,0.03496503496503497,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98404,HEV (Hybrid Electric Vehicle),10,Zipcode,0.06993006993006994,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98404,ICE (Internal Combustion Engine),128,Zipcode,0.8951048951048951,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98405,BEV (Battery Electric Vehicle),3,Zipcode,0.02631578947368421,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98405,HEV (Hybrid Electric Vehicle),11,Zipcode,0.09649122807017543,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98405,ICE (Internal Combustion Engine),99,Zipcode,0.868421052631579,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98405,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.008771929824561403,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98406,BEV (Battery Electric Vehicle),5,Zipcode,0.047619047619047616,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98406,HEV (Hybrid Electric Vehicle),14,Zipcode,0.13333333333333333,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98406,ICE (Internal Combustion Engine),86,Zipcode,0.819047619047619,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98407,BEV (Battery Electric Vehicle),9,Zipcode,0.07377049180327869,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98407,HEV (Hybrid Electric Vehicle),17,Zipcode,0.13934426229508196,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98407,ICE (Internal Combustion Engine),94,Zipcode,0.7704918032786885,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98407,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.01639344262295082,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98408,BEV (Battery Electric Vehicle),2,Zipcode,0.017391304347826087,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98408,HEV (Hybrid Electric Vehicle),7,Zipcode,0.06086956521739131,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98408,ICE (Internal Combustion Engine),106,Zipcode,0.9217391304347826,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98409,BEV (Battery Electric Vehicle),2,Zipcode,0.013986013986013986,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98409,HEV (Hybrid Electric Vehicle),12,Zipcode,0.08391608391608392,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98409,ICE (Internal Combustion Engine),128,Zipcode,0.8951048951048951,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98409,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.006993006993006993,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98418,BEV (Battery Electric Vehicle),1,Zipcode,0.022222222222222223,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98418,HEV (Hybrid Electric Vehicle),2,Zipcode,0.044444444444444446,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98418,ICE (Internal Combustion Engine),42,Zipcode,0.9333333333333333,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98421,ICE (Internal Combustion Engine),2,Zipcode,1,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98422,BEV (Battery Electric Vehicle),6,Zipcode,0.06818181818181818,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98422,HEV (Hybrid Electric Vehicle),6,Zipcode,0.06818181818181818,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98422,ICE (Internal Combustion Engine),75,Zipcode,0.8522727272727273,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98422,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.011363636363636364,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98424,HEV (Hybrid Electric Vehicle),13,Zipcode,0.14444444444444443,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98424,ICE (Internal Combustion Engine),76,Zipcode,0.8444444444444444,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98424,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.011111111111111112,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98433,HEV (Hybrid Electric Vehicle),6,Zipcode,0.05217391304347826,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98433,ICE (Internal Combustion Engine),109,Zipcode,0.9478260869565217,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98438,ICE (Internal Combustion Engine),9,Zipcode,1,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98439,HEV (Hybrid Electric Vehicle),1,Zipcode,0.04,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98439,ICE (Internal Combustion Engine),24,Zipcode,0.96,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98443,HEV (Hybrid Electric Vehicle),1,Zipcode,0.037037037037037035,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98443,ICE (Internal Combustion Engine),26,Zipcode,0.9629629629629629,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98444,BEV (Battery Electric Vehicle),2,Zipcode,0.013157894736842105,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98444,HEV (Hybrid Electric Vehicle),11,Zipcode,0.07236842105263158,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98444,ICE (Internal Combustion Engine),139,Zipcode,0.9144736842105263,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98445,BEV (Battery Electric Vehicle),3,Zipcode,0.018633540372670808,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98445,HEV (Hybrid Electric Vehicle),11,Zipcode,0.06832298136645963,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98445,ICE (Internal Combustion Engine),147,Zipcode,0.9130434782608695,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98446,BEV (Battery Electric Vehicle),2,Zipcode,0.031746031746031744,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98446,HEV (Hybrid Electric Vehicle),2,Zipcode,0.031746031746031744,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98446,ICE (Internal Combustion Engine),59,Zipcode,0.9365079365079365,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98465,HEV (Hybrid Electric Vehicle),2,Zipcode,0.06666666666666667,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98465,ICE (Internal Combustion Engine),28,Zipcode,0.9333333333333333,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98466,BEV (Battery Electric Vehicle),6,Zipcode,0.037037037037037035,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98466,HEV (Hybrid Electric Vehicle),10,Zipcode,0.06172839506172839,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98466,ICE (Internal Combustion Engine),145,Zipcode,0.8950617283950617,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98466,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.006172839506172839,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98467,BEV (Battery Electric Vehicle),1,Zipcode,0.012345679012345678,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98467,HEV (Hybrid Electric Vehicle),10,Zipcode,0.12345679012345678,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98467,ICE (Internal Combustion Engine),70,Zipcode,0.8641975308641975,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98498,BEV (Battery Electric Vehicle),4,Zipcode,0.024390243902439025,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98498,HEV (Hybrid Electric Vehicle),6,Zipcode,0.036585365853658534,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98498,ICE (Internal Combustion Engine),153,Zipcode,0.9329268292682927,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98498,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.006097560975609756,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98499,BEV (Battery Electric Vehicle),1,Zipcode,0.00847457627118644,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98499,HEV (Hybrid Electric Vehicle),5,Zipcode,0.0423728813559322,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98499,ICE (Internal Combustion Engine),111,Zipcode,0.940677966101695,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98499,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.00847457627118644,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98580,HEV (Hybrid Electric Vehicle),3,Zipcode,0.0625,New Vehicle Registrations,All,NA,NA,NA
2021-07-01,98580,ICE (Internal Combustion Engine),45,Zipcode,0.9375,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,King,BEV (Battery Electric Vehicle),1093,County,0.09663159755989745,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,King,HEV (Hybrid Electric Vehicle),1203,County,0.1063566439748917,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,King,ICE (Internal Combustion Engine),8791,County,0.7772080275837681,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,King,PHEV (Plug-in Hybrid Electric Vehicle),224,County,0.019803730881442844,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Kitsap,BEV (Battery Electric Vehicle),63,County,0.04288631722260041,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Kitsap,HEV (Hybrid Electric Vehicle),128,County,0.08713410483321987,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Kitsap,ICE (Internal Combustion Engine),1260,County,0.8577263444520081,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Kitsap,PHEV (Plug-in Hybrid Electric Vehicle),18,County,0.012253233492171545,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Pierce,BEV (Battery Electric Vehicle),145,County,0.035426337649645735,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Pierce,HEV (Hybrid Electric Vehicle),304,County,0.07427314927925727,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Pierce,ICE (Internal Combustion Engine),3614,County,0.8829709259711703,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Pierce,PHEV (Plug-in Hybrid Electric Vehicle),30,County,0.007329587099926704,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Snohomish,BEV (Battery Electric Vehicle),219,County,0.0634231103388358,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Snohomish,HEV (Hybrid Electric Vehicle),349,County,0.10107153200115841,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Snohomish,ICE (Internal Combustion Engine),2848,County,0.8247900376484216,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Snohomish,PHEV (Plug-in Hybrid Electric Vehicle),37,County,0.01071532001158413,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Region,BEV (Battery Electric Vehicle),1520,PSRC Region,0.07478106858211159,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Region,HEV (Hybrid Electric Vehicle),1984,PSRC Region,0.09760897372822985,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Region,ICE (Internal Combustion Engine),16513,PSRC Region,0.8124077536160582,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,Region,PHEV (Plug-in Hybrid Electric Vehicle),309,PSRC Region,0.015202204073600315,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98001,BEV (Battery Electric Vehicle),8,Zipcode,0.05517241379310345,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98001,HEV (Hybrid Electric Vehicle),13,Zipcode,0.0896551724137931,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98001,ICE (Internal Combustion Engine),123,Zipcode,0.8482758620689655,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98001,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.006896551724137931,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98002,BEV (Battery Electric Vehicle),1,Zipcode,0.008333333333333333,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98002,HEV (Hybrid Electric Vehicle),12,Zipcode,0.1,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98002,ICE (Internal Combustion Engine),107,Zipcode,0.8916666666666667,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98003,BEV (Battery Electric Vehicle),4,Zipcode,0.022727272727272728,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98003,HEV (Hybrid Electric Vehicle),26,Zipcode,0.14772727272727273,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98003,ICE (Internal Combustion Engine),145,Zipcode,0.8238636363636364,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98003,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.005681818181818182,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98004,BEV (Battery Electric Vehicle),46,Zipcode,0.14375,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98004,HEV (Hybrid Electric Vehicle),21,Zipcode,0.065625,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98004,ICE (Internal Combustion Engine),245,Zipcode,0.765625,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98004,PHEV (Plug-in Hybrid Electric Vehicle),8,Zipcode,0.025,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98005,BEV (Battery Electric Vehicle),27,Zipcode,0.16463414634146342,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98005,HEV (Hybrid Electric Vehicle),12,Zipcode,0.07317073170731707,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98005,ICE (Internal Combustion Engine),121,Zipcode,0.7378048780487805,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98005,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.024390243902439025,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98006,BEV (Battery Electric Vehicle),38,Zipcode,0.15966386554621848,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98006,HEV (Hybrid Electric Vehicle),30,Zipcode,0.12605042016806722,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98006,ICE (Internal Combustion Engine),167,Zipcode,0.7016806722689075,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98006,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.012605042016806723,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98007,BEV (Battery Electric Vehicle),16,Zipcode,0.10457516339869281,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98007,HEV (Hybrid Electric Vehicle),8,Zipcode,0.05228758169934641,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98007,ICE (Internal Combustion Engine),129,Zipcode,0.8431372549019608,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98008,BEV (Battery Electric Vehicle),14,Zipcode,0.13861386138613863,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98008,HEV (Hybrid Electric Vehicle),14,Zipcode,0.13861386138613863,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98008,ICE (Internal Combustion Engine),71,Zipcode,0.7029702970297029,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98008,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.019801980198019802,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98010,BEV (Battery Electric Vehicle),2,Zipcode,0.05405405405405406,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98010,HEV (Hybrid Electric Vehicle),4,Zipcode,0.10810810810810811,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98010,ICE (Internal Combustion Engine),31,Zipcode,0.8378378378378378,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98011,BEV (Battery Electric Vehicle),16,Zipcode,0.11267605633802817,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98011,HEV (Hybrid Electric Vehicle),18,Zipcode,0.1267605633802817,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98011,ICE (Internal Combustion Engine),104,Zipcode,0.7323943661971831,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98011,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.028169014084507043,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98012,BEV (Battery Electric Vehicle),45,Zipcode,0.12968299711815562,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98012,HEV (Hybrid Electric Vehicle),36,Zipcode,0.1037463976945245,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98012,ICE (Internal Combustion Engine),261,Zipcode,0.7521613832853026,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98012,PHEV (Plug-in Hybrid Electric Vehicle),5,Zipcode,0.01440922190201729,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98014,BEV (Battery Electric Vehicle),4,Zipcode,0.13793103448275862,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98014,HEV (Hybrid Electric Vehicle),3,Zipcode,0.10344827586206896,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98014,ICE (Internal Combustion Engine),22,Zipcode,0.7586206896551724,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98019,BEV (Battery Electric Vehicle),4,Zipcode,0.06349206349206349,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98019,HEV (Hybrid Electric Vehicle),5,Zipcode,0.07936507936507936,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98019,ICE (Internal Combustion Engine),53,Zipcode,0.8412698412698413,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98019,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.015873015873015872,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98020,BEV (Battery Electric Vehicle),9,Zipcode,0.10588235294117647,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98020,HEV (Hybrid Electric Vehicle),12,Zipcode,0.1411764705882353,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98020,ICE (Internal Combustion Engine),62,Zipcode,0.7294117647058823,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98020,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.023529411764705882,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98021,BEV (Battery Electric Vehicle),29,Zipcode,0.17365269461077845,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98021,HEV (Hybrid Electric Vehicle),18,Zipcode,0.10778443113772455,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98021,ICE (Internal Combustion Engine),118,Zipcode,0.7065868263473054,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98021,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.011976047904191617,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98022,BEV (Battery Electric Vehicle),3,Zipcode,0.02727272727272727,New Vehicle Registrations,All,NA,NA,NA
2021-10-01,98022,HEV (Hybrid Electric Vehicle),6,Zipcode,0.05454545454545454,New Vehicle Registrations,All,NA,NA,NA
